run_id,method,time_s,cpu_mcores
1,Submariner,0,10.991173955997844
1,Submariner,1,-4.485567327727321
1,Submariner,2,2.9483372638266845
1,Submariner,3,5.121079686024707
1,Submariner,4,3.311758136042418
1,Submariner,5,-0.7461775289791319
1,Submariner,6,12.227445849998162
1,Submariner,7,-0.5805405770094401
1,Submariner,8,16.376693932828502
1,Submariner,9,-0.20625623162350076
1,Submariner,10,10.817015981750941
1,Submariner,11,18.7735697925828
1,Submariner,12,-10.504648108792644
1,Submariner,13,-1.4705777329524747
1,Submariner,14,-0.12106844085344426
1,Submariner,15,6.256156550798497
1,Submariner,16,-0.839794036877002
1,Submariner,17,-19.503517427657574
1,Submariner,18,-17.40775863955966
1,Submariner,19,13.104414999602735
1,Submariner,20,0.5831547722325752
1,Submariner,21,-10.65106970429413
1,Submariner,22,2.8621082550538515
1,Submariner,23,14.671475163980329
1,Submariner,24,20.91336894522049
1,Submariner,25,3.188056200000314
1,Submariner,26,5.535357879194688
1,Submariner,27,-5.470798303832126
1,Submariner,28,13.431042457285885
1,Submariner,29,5.814045970718621
1,Submariner,30,15.820206678531216
1,Submariner,31,19.10527773476781
1,Submariner,32,23.070971822808445
1,Submariner,33,11.25997063135187
1,Submariner,34,21.512131191603856
1,Submariner,35,5.058055594766762
1,Submariner,36,13.800156743284328
1,Submariner,37,14.489272948078005
1,Submariner,38,3.121460316757158
1,Submariner,39,23.76000263942468
1,Submariner,40,26.03281322920219
1,Submariner,41,22.27042345781021
1,Submariner,42,31.843180339119417
1,Submariner,43,20.415675790183393
1,Submariner,44,15.55771606186844
1,Submariner,45,30.05869623387192
1,Submariner,46,20.012819007729423
1,Submariner,47,37.78212450056602
1,Submariner,48,22.32630483261652
1,Submariner,49,30.404064913417194
1,Submariner,50,26.960226549231734
1,Submariner,51,17.20031025724363
1,Submariner,52,35.04094167466603
1,Submariner,53,26.43972814722868
1,Submariner,54,20.79391398311714
1,Submariner,55,21.006531005685204
1,Submariner,56,22.90680073366226
1,Submariner,57,16.85004472724221
1,Submariner,58,-9.154577018174411
1,Submariner,59,15.745642665182531
1,Submariner,60,9.238728550673658
1,Submariner,61,12.41584949732445
1,Submariner,62,14.404853437559767
1,Submariner,63,19.83240099606754
1,Submariner,64,1.7751764655504045
1,Submariner,65,17.05215030920306
1,Submariner,66,8.438606213117364
1,Submariner,67,13.26212636018051
1,Submariner,68,11.603275647455993
1,Submariner,69,9.36642307048077
1,Submariner,70,-5.308687983682468
1,Submariner,71,1.8220171408755454
1,Submariner,72,7.104122085040843
1,Submariner,73,-5.88006092259812
1,Submariner,74,-2.9084011821392766
1,Submariner,75,5.816525347691362
1,Submariner,76,7.090932152972548
1,Submariner,77,4.469873109907834
1,Submariner,78,-6.479972879171365
1,Submariner,79,-8.317840538208896
1,Submariner,80,12.479714826402486
1,Submariner,81,2.358828061052114
1,Submariner,82,0.9368260550888572
1,Submariner,83,-0.7904405700173753
1,Submariner,84,-9.419361290797575
1,Submariner,85,4.998793784075835
1,Submariner,86,-1.659507215057741
1,Submariner,87,-1.40387480431899
1,Submariner,88,7.5100806016972514
1,Submariner,89,6.606202927507382
1,Submariner,90,11.160437386298664
1,Submariner,91,-3.792253360766573
1,Submariner,92,5.2151970008634905
1,Submariner,93,11.137805666170996
1,Submariner,94,-8.879940291533181
1,Submariner,95,-6.881823161030149
1,Submariner,96,-9.05072820439408
1,Submariner,97,-11.671487271859457
1,Submariner,98,0.6414054656225263
1,Submariner,99,5.22670029993398
1,Submariner,100,9.608452829861696
1,Submariner,101,8.358505100399844
1,Submariner,102,-8.025333874232878
1,Submariner,103,14.788080128155714
1,Submariner,104,-5.334037444523056
1,Submariner,105,0.8442096142828711
1,Submariner,106,-3.3779819410398004
1,Submariner,107,-0.9787588947262927
1,Submariner,108,1.5055717991519073
1,Submariner,109,0.9533053726554411
1,Submariner,110,-0.20072909183812682
1,Submariner,111,0.864589003376289
1,Submariner,112,-3.8834773624340793
1,Submariner,113,-4.033734214244064
1,Submariner,114,-13.288790879823027
1,Submariner,115,-3.058668729113263
1,Submariner,116,-4.10120139750808
1,Submariner,117,21.61512840781724
1,Submariner,118,-10.896929604688712
1,Submariner,119,1.0980498954263647
1,Submariner,120,-11.949000450930203
1,MySolution,0,-11.555705691574458
1,MySolution,1,1.3023086678967923
1,MySolution,2,-7.533242307710054
1,MySolution,3,0.6106015075467194
1,MySolution,4,-2.551283566624361
1,MySolution,5,-3.7043021926631257
1,MySolution,6,-14.563104581296287
1,MySolution,7,-7.615882539177754
1,MySolution,8,4.304449265316783
1,MySolution,9,8.252843703169962
1,MySolution,10,0.7860376346572702
1,MySolution,11,5.932068741845477
1,MySolution,12,16.307623081017454
1,MySolution,13,20.42318064583958
1,MySolution,14,1.8801831030110865
1,MySolution,15,11.618568138493842
1,MySolution,16,24.178506604436947
1,MySolution,17,12.8776506661607
1,MySolution,18,18.284025259012896
1,MySolution,19,20.01434007474609
1,MySolution,20,15.459634444586834
1,MySolution,21,20.64701917596769
1,MySolution,22,25.32947867084071
1,MySolution,23,23.272482237732497
1,MySolution,24,36.120929164397154
1,MySolution,25,23.579339044366645
1,MySolution,26,23.748488716645696
1,MySolution,27,32.1583336426127
1,MySolution,28,17.11409039817935
1,MySolution,29,23.878903413835875
1,MySolution,30,10.14870800905757
1,MySolution,31,30.04055485452826
1,MySolution,32,16.51461552753222
1,MySolution,33,12.89272471331308
1,MySolution,34,4.660500773189625
1,MySolution,35,12.495028350276645
1,MySolution,36,4.254835826644383
1,MySolution,37,4.636396062426566
1,MySolution,38,17.625907898654432
1,MySolution,39,4.527358707385648
1,MySolution,40,-3.8452026101203396
1,MySolution,41,5.017534007520738
1,MySolution,42,-0.033589588650319246
1,MySolution,43,6.902209447600844
1,MySolution,44,13.093693603904494
1,MySolution,45,-6.736469429943105
1,MySolution,46,4.511989865424422
1,MySolution,47,1.3043668914122832
1,MySolution,48,7.604395429478602
1,MySolution,49,-1.5335355332493936
1,MySolution,50,6.900732787604822
1,MySolution,51,-13.820949836754188
1,MySolution,52,13.607873293059454
1,MySolution,53,6.978220763433019
1,MySolution,54,-1.167772431432521
1,MySolution,55,-11.567816087950579
1,MySolution,56,5.15912115043217
1,MySolution,57,3.874751738539477
1,MySolution,58,-0.045307855532912604
1,MySolution,59,1.2149277991616036
1,MySolution,60,-4.670958172945175
1,MySolution,61,2.9515527432430364
1,MySolution,62,2.3578559694234977
1,MySolution,63,-2.2337292081145095
1,MySolution,64,-10.68970376809165
1,MySolution,65,5.606092759486914
1,MySolution,66,4.433627262557985
1,MySolution,67,-6.6904243591732735
1,MySolution,68,-12.756690685611119
1,MySolution,69,1.6396760489111002
1,MySolution,70,-2.7607001296856724
1,MySolution,71,2.02089544139534
1,MySolution,72,-10.352018846451376
1,MySolution,73,-7.673363137325958
1,MySolution,74,8.6861990252192
1,MySolution,75,3.2301993280633363
1,MySolution,76,4.6919003347920984
1,MySolution,77,14.521827587584824
1,MySolution,78,1.0305714368998704
1,MySolution,79,-16.00743389834932
1,MySolution,80,2.6702175809633593
1,MySolution,81,9.370601019498366
1,MySolution,82,16.476313938654194
1,MySolution,83,-11.014892785818393
1,MySolution,84,-9.206844524974441
1,MySolution,85,-5.646571158064234
1,MySolution,86,-8.43244625661103
1,MySolution,87,-5.1659497851374425
1,MySolution,88,-1.4830237414110905
1,MySolution,89,-9.609776405919533
1,MySolution,90,16.295777335865335
1,MySolution,91,0.8621979590844192
1,MySolution,92,-0.672864804044629
1,MySolution,93,3.964957132836757
1,MySolution,94,0.29932148894372473
1,MySolution,95,-1.0567042956472785
1,MySolution,96,11.814299388416774
1,MySolution,97,-1.7362416807368282
1,MySolution,98,-10.2688176327378
1,MySolution,99,3.085343123547219
1,MySolution,100,-2.812102988232739
1,MySolution,101,-4.174368746850154
1,MySolution,102,-8.545049605497361
1,MySolution,103,3.426927226133539
1,MySolution,104,-1.3921458754159597
1,MySolution,105,4.125341829184236
1,MySolution,106,-1.874922218447372
1,MySolution,107,-5.268027406574166
1,MySolution,108,10.001892832629736
1,MySolution,109,-2.1741097208911744
1,MySolution,110,7.583615967001569
1,MySolution,111,-9.612659440871502
1,MySolution,112,-3.728928771004019
1,MySolution,113,-2.154811161225439
1,MySolution,114,-3.1277232650468845
1,MySolution,115,10.789656095933708
1,MySolution,116,-0.1821176103873008
1,MySolution,117,1.9538068088276028
1,MySolution,118,-7.538973662911382
1,MySolution,119,-5.833738212076596
1,MySolution,120,7.984551268438787
2,Submariner,0,10.091359695588977
2,Submariner,1,10.022927553922159
2,Submariner,2,-11.001786423074668
2,Submariner,3,16.45786439542754
2,Submariner,4,8.21259418931076
2,Submariner,5,-0.1109211133533232
2,Submariner,6,5.764132100872736
2,Submariner,7,-7.59435010291957
2,Submariner,8,-8.539945710658692
2,Submariner,9,0.6878601682966436
2,Submariner,10,-9.20990810449918
2,Submariner,11,2.000558639451932
2,Submariner,12,10.987884696943398
2,Submariner,13,-7.511257382131512
2,Submariner,14,-4.962023783408692
2,Submariner,15,1.5410648818448094
2,Submariner,16,-6.70653962415727
2,Submariner,17,-1.3181457395095932
2,Submariner,18,9.098020082415683
2,Submariner,19,10.299868345522135
2,Submariner,20,6.107036845077127
2,Submariner,21,-11.213047536993848
2,Submariner,22,3.805473206521497
2,Submariner,23,13.47226328530581
2,Submariner,24,12.257381554393607
2,Submariner,25,5.105277460015658
2,Submariner,26,-14.005925527163496
2,Submariner,27,9.122239488135047
2,Submariner,28,14.340277198504339
2,Submariner,29,11.300433616200365
2,Submariner,30,13.435906014008465
2,Submariner,31,16.919102019887422
2,Submariner,32,11.61774575864737
2,Submariner,33,26.611207440621953
2,Submariner,34,21.23563740421164
2,Submariner,35,8.85276286275669
2,Submariner,36,31.12843246140456
2,Submariner,37,30.93220519756874
2,Submariner,38,29.027713225785263
2,Submariner,39,10.169986566801878
2,Submariner,40,19.830373678756317
2,Submariner,41,30.242992384515752
2,Submariner,42,26.127650514146143
2,Submariner,43,29.013412836086452
2,Submariner,44,46.180712808186115
2,Submariner,45,20.04910943156483
2,Submariner,46,9.598363497789705
2,Submariner,47,28.418876586239314
2,Submariner,48,20.277099723575986
2,Submariner,49,28.727210269894467
2,Submariner,50,17.885746637275382
2,Submariner,51,41.16746562696772
2,Submariner,52,21.445473743710775
2,Submariner,53,17.477849653249734
2,Submariner,54,18.74573687842743
2,Submariner,55,25.69463209636495
2,Submariner,56,18.251214086842644
2,Submariner,57,3.126447720919252
2,Submariner,58,14.753177504437405
2,Submariner,59,19.548516378233696
2,Submariner,60,12.488532995581963
2,Submariner,61,16.8145821113151
2,Submariner,62,8.578482602644756
2,Submariner,63,8.171407694675855
2,Submariner,64,11.452468670182387
2,Submariner,65,14.575358347055783
2,Submariner,66,-4.219342729155569
2,Submariner,67,4.686177371834662
2,Submariner,68,3.669749651130852
2,Submariner,69,-2.4719674623017327
2,Submariner,70,-5.238611362652852
2,Submariner,71,-2.502347398005357
2,Submariner,72,6.810438549148457
2,Submariner,73,-1.582455309888583
2,Submariner,74,-4.844873141590988
2,Submariner,75,2.4758839221266795
2,Submariner,76,-8.948211630578976
2,Submariner,77,9.12672261147987
2,Submariner,78,-3.2705258296436037
2,Submariner,79,1.993437144419272
2,Submariner,80,0.7861094005628451
2,Submariner,81,0.2935312097043314
2,Submariner,82,14.704360561355092
2,Submariner,83,-6.4258919265842165
2,Submariner,84,9.299033488310533
2,Submariner,85,0.3554041001786849
2,Submariner,86,-6.604034891539332
2,Submariner,87,-0.49193034579571615
2,Submariner,88,6.017483469227704
2,Submariner,89,-3.372131831715444
2,Submariner,90,-6.153151502723158
2,Submariner,91,1.2392508776539783
2,Submariner,92,7.9211832764834424
2,Submariner,93,-0.5787446623264
2,Submariner,94,-11.089841684427926
2,Submariner,95,-10.448889701010314
2,Submariner,96,-6.143981358187428
2,Submariner,97,-4.2146402788359545
2,Submariner,98,-0.16987148063976015
2,Submariner,99,5.365050150710714
2,Submariner,100,-3.4762064835055098
2,Submariner,101,-8.910541863444733
2,Submariner,102,4.8571832595139055
2,Submariner,103,2.2038806646904736
2,Submariner,104,9.258926380857375
2,Submariner,105,-13.45974776119173
2,Submariner,106,0.6986178250700422
2,Submariner,107,10.826937632454824
